Item_Identifier,Item_Outlet_Sales,Outlet_Identifier
FDB59,2792.22231924,OUT017
FDQ37,2883.95300418,OUT017
FDP56,859.117665618,OUT035
FDW44,2738.80789338,OUT035
FDJ26,1599.61313557,OUT010
FDU43,4105.88959056,OUT018
FDW33,1687.60749998,OUT045
NCX53,3407.63964787,OUT027
FDN56,724.34537825,OUT010
DRF15,2619.24289603,OUT049
FDO33,1559.83852719,OUT017
FDZ39,91.0093699259,OUT010
NCJ19,621.979737996,OUT017
FDU01,2859.59114924,OUT035
FDT12,3383.54382985,OUT035
NCM18,1623.36697373,OUT018
FDP19,1513.60354964,OUT017
NCR42,829.689417387,OUT049
FDN10,1907.88874407,OUT046
FDG44,489.106464211,OUT017
FDQ10,2819.57205896,OUT046
DRH13,1982.8973198,OUT049
FDT52,3706.64576466,OUT013
FDM56,1756.84775981,OUT045
NCO43,-229.411516364,OUT010
NCV29,2690.72675526,OUT035
NCF06,3890.61591764,OUT013
FDO50,1197.12338917,OUT035
FDT59,3408.68538486,OUT013
FDX40,1870.41477066,OUT027
FDE50,2812.2972214,OUT017
FDX51,2962.55429972,OUT017
NCD30,2013.70759033,OUT018
FDK15,1537.8840362,OUT013
FDL12,1136.09180932,OUT045
FDK46,3689.68714514,OUT017
DRH49,-532.378271148,OUT010
FDQ57,2188.90109839,OUT046
FDY59,1252.50622274,OUT017
FDO09,4412.03996033,OUT018
NCG30,1958.97715511,OUT035
FDM09,2560.57563189,OUT017
NCN17,2641.31690962,OUT027
NCS42,1346.99984172,OUT013
FDD02,-146.226602196,OUT019
FDE34,2559.32663501,OUT013
FDU38,3057.41530178,OUT045
FDB33,2690.85030837,OUT046
NCJ29,1191.86403562,OUT017
FDZ27,651.583340469,OUT035
FDI40,1503.07260359,OUT013
FDG22,646.190179937,OUT013
FDT51,1759.93848433,OUT017
FDF20,3678.93950187,OUT018
FDV50,1663.81951094,OUT035
FDT02,676.457145177,OUT049
DRC49,2143.73700734,OUT017
FDF26,2668.40307907,OUT049
FDV52,1797.99402256,OUT035
FDX59,887.136195399,OUT049
FDV25,3310.65936829,OUT035
FDW23,1956.88673777,OUT027
FDE53,2343.27432407,OUT018
FDA19,1777.07751735,OUT017
FDH22,1988.77800561,OUT046
NCO41,1489.93138707,OUT013
FDX12,3329.54290236,OUT017
FDF17,2951.33493826,OUT013
FDS11,3514.25298928,OUT045
FDR51,2045.93324184,OUT035
FDT49,-285.436103238,OUT010
FDC56,1751.53901392,OUT013
FDR13,3248.0487702,OUT027
FDQ60,1935.6603767,OUT035
FDN38,4127.13960261,OUT049
NCL29,2317.55877372,OUT013
FDO13,3823.09000258,OUT027
FDE26,2832.61753215,OUT018
FDA31,954.490152359,OUT010
FDX14,1239.26270935,OUT035
FDA34,2689.57115917,OUT045
FDF26,2343.34515438,OUT013
FDE38,2648.3081066,OUT045
DRI11,2048.61997866,OUT046
FDQ60,3167.93531484,OUT027
FDL21,2066.90793787,OUT027
DRC12,4186.90906945,OUT027
FDC47,3643.48723957,OUT046
FDE57,2171.68242952,OUT045
FDT14,2008.06726419,OUT045
NCZ53,3084.07562513,OUT046
FDE28,3912.23890422,OUT018
FDR19,2300.22023595,OUT035
NCF54,1318.95320479,OUT019
FDZ08,1248.81307702,OUT046
NCJ05,2865.47424591,OUT018
FDF59,2093.47642804,OUT046
NCO05,1623.53715957,OUT035
FDW24,1478.34502824,OUT018
NCX42,3166.96587092,OUT018
NCA53,763.883728364,OUT035
FDI45,1289.74513637,OUT019
FDG46,2063.32580911,OUT046
FDM20,1830.11690552,OUT010
FDW11,-616.224785303,OUT010
FDX08,2866.50609985,OUT035
NCK17,625.884789098,OUT035
FDK32,2841.17331958,OUT018
NCA42,2230.33786673,OUT035
DRI01,2421.85116882,OUT035
NCL55,4031.59182024,OUT049
DRE25,2083.08530663,OUT018
FDD14,2660.61473618,OUT017
FDB10,3603.83929561,OUT046
DRN11,2147.37767476,OUT035
FDP38,1500.78250707,OUT018
NCA30,2578.04513253,OUT017
FDT15,2828.19145301,OUT017
NCP55,1293.69804255,OUT018
FDF12,2229.36448951,OUT035
FDM21,4448.36029009,OUT018
FDX56,3095.12355693,OUT035
FDF10,1853.4244232,OUT017
FDT32,3071.1127733,OUT045
FDM51,2126.36922905,OUT018
NCR50,2892.0652496,OUT018
FDI19,3813.52743227,OUT049
FDX21,1614.88760436,OUT017
FDR31,2401.76158969,OUT035
FDY02,3874.44438003,OUT013
NCA29,2627.41756382,OUT045
NCX17,3553.48701337,OUT046
FDM12,3079.81717434,OUT045
FDI53,3638.14293733,OUT027
NCU30,2727.83158646,OUT049
FDC56,3135.74404346,OUT027
FDK27,2528.15126282,OUT018
NCK18,2318.00495126,OUT017
FDB52,2485.52309953,OUT019
DRG25,4150.7857889,OUT027
FDZ13,988.858816587,OUT049
FDB57,2048.22247182,OUT019
FDR40,1456.57353265,OUT046
NCO14,-558.370756636,OUT019
NCN19,2901.00486285,OUT045
FDQ28,913.644517791,OUT019
FDO13,3108.92578769,OUT018
FDK48,1100.09507253,OUT013
FDU07,2925.83029425,OUT018
FDW20,2021.06183073,OUT046
FDV12,-90.0447902503,OUT010
FDH24,2385.44222412,OUT013
FDV59,3433.34643702,OUT049
FDK57,1701.94031135,OUT045
FDL16,2045.5555955,OUT027
NCQ17,2483.11456869,OUT046
FDJ15,3485.61540621,OUT018
FDX24,1698.16605715,OUT049
FDT47,1682.62460002,OUT046
FDT10,1304.7494839,OUT049
FDZ37,1798.6215646,OUT018
FDW43,4861.11228942,OUT027
DRN36,1304.90868207,OUT017
FDJ14,1191.3687526,OUT045
FDA32,3215.33757772,OUT013
FDJ38,1322.80574684,OUT019
FDQ57,2095.58557459,OUT017
NCQ41,2272.85656581,OUT019
FDG56,1286.75946885,OUT049
DRC13,3080.31075497,OUT027
FDV55,2184.59821291,OUT035
FDQ49,2470.26194797,OUT045
FDE29,-745.821209057,OUT010
FDR03,3062.49414689,OUT013
FDD45,1618.68938796,OUT049
FDN38,2269.88075831,OUT010
FDT56,1188.50168976,OUT046
FDT48,2672.1198935,OUT045
FDU03,2930.07125054,OUT049
FDC56,144.596889043,OUT010
NCO43,2745.00977455,OUT027
FDQ27,1430.06133683,OUT017
FDR03,3144.0222594,OUT046
DRH23,-903.916138572,OUT010
FDG22,797.76104383,OUT045
NCJ42,1595.46582909,OUT013
FDR24,1650.82806969,OUT046
FDW60,2736.83983542,OUT035
FDJ08,2797.02805835,OUT013
DRL59,1497.41950897,OUT018
FDG60,1891.45706179,OUT010
FDW27,2193.5780468,OUT017
FDX14,1799.99117518,OUT018
FDC20,839.287805983,OUT013
NCS29,4613.82440735,OUT018
FDJ56,1662.87231646,OUT046
FDB20,-104.867663237,OUT019
FDL28,4575.04528942,OUT027
FDW01,2867.4190914,OUT018
FDL03,3124.58957479,OUT046
FDX22,3593.46632212,OUT049
FDJ21,2249.73500657,OUT035
FDR31,2470.95449358,OUT045
FDG21,2234.44790273,OUT035
FDS22,2015.01746821,OUT027
FDK08,1571.76614733,OUT035
FDE17,2845.33138302,OUT018
NCN30,1414.85044215,OUT017
FDT50,1681.59330562,OUT046
NCX42,2825.04094295,OUT049
FDJ12,3267.76033351,OUT035
NCA18,3126.13660256,OUT027
FDP23,1820.41312653,OUT019
FDX12,3576.24417713,OUT013
FDN40,2660.67715371,OUT018
FDV48,1215.91819987,OUT035
NCY54,2471.01965141,OUT013
FDL16,-887.659955588,OUT010
FDR45,4109.32205155,OUT018
FDJ52,2591.52982108,OUT046
DRG01,1037.0112883,OUT017
FDP52,3206.67879033,OUT013
FDU58,2682.45781876,OUT017
FDL02,1746.27465028,OUT045
FDG28,3460.86730908,OUT013
FDA19,1915.21676762,OUT035
FDW46,2423.07961382,OUT027
NCD43,1881.58084886,OUT049
DRG39,743.005894295,OUT013
NCF55,833.876873964,OUT049
FDJ07,1914.83611141,OUT046
FDE08,2555.13562643,OUT046
FDP56,-598.83635043,OUT019
FDT45,828.396006861,OUT045
FDF17,3569.54550821,OUT018
FDX44,1576.87644866,OUT046
FDM28,4117.37525682,OUT027
FDI36,3207.71356551,OUT049
FDS07,1593.72918698,OUT045
FDD36,1930.80207938,OUT045
FDW11,1160.40742076,OUT046
FDN40,2381.55730352,OUT049
NCQ18,1744.63992729,OUT049
NCQ54,2337.48705731,OUT017
NCS42,1517.70962459,OUT045
DRH39,-863.82039666,OUT010
FDC09,3004.19719503,OUT027
FDT08,699.58439806,OUT010
FDC08,3393.37165536,OUT035
FDT20,539.020362577,OUT017
FDS35,960.925254713,OUT035
FDX58,3367.26631723,OUT018
FDW58,1775.59260899,OUT046
DRD27,1697.16270513,OUT046
FDH32,164.391541224,OUT019
FDS26,3983.23556862,OUT035
FDQ31,1568.69281872,OUT046
FDP11,3961.37912248,OUT018
FDD58,1508.87279147,OUT017
FDM33,3253.99118483,OUT045
FDZ16,3191.38331577,OUT049
NCS29,2462.54519378,OUT010
NCM18,-402.494808148,OUT019
FDP11,3654.87415675,OUT049
NCC42,2067.77768816,OUT017
DRM23,2657.44046191,OUT046
NCN55,4798.55912615,OUT027
FDK46,3715.87305804,OUT013
FDR01,3263.04975188,OUT046
NCA05,2288.81915183,OUT045
NCP43,2626.73349988,OUT017
FDR12,1167.83735665,OUT010
FDQ01,3697.536977,OUT013
FDM13,2198.61175024,OUT046
FDQ19,3529.69296775,OUT017
FDK56,866.703468048,OUT019
NCX06,1311.97125691,OUT010
FDO56,3271.94578943,OUT027
FDU45,1958.74171062,OUT045
FDI16,-660.114632486,OUT019
FDL32,1903.44974048,OUT046
FDA07,2221.33959251,OUT046
FDA14,2218.66676999,OUT045
FDV46,3374.5260321,OUT027
NCO07,3317.75159861,OUT035
NCP41,1911.6642438,OUT046
FDY60,2557.42512279,OUT018
FDN38,3775.35843406,OUT017
FDO15,1513.9355516,OUT046
FDT60,1876.21879121,OUT013
FDA55,3502.50043096,OUT035
FDE02,-268.948300022,OUT010
DRJ39,3663.65464233,OUT049
FDV34,1319.36334558,OUT035
FDS20,4039.35343464,OUT027
FDF02,2884.73636427,OUT027
FDW40,2074.70197765,OUT017
NCB43,2858.87857353,OUT046
FDR58,1207.38041344,OUT017
DRJ59,656.701119348,OUT035
NCD30,1328.66428774,OUT017
FDE14,1409.68924161,OUT017
FDC28,2008.52591377,OUT018
FDU16,1711.94337312,OUT018
NCD19,510.087108301,OUT035
FDU21,890.773543185,OUT046
FDV59,4484.2107499,OUT027
FDU03,2802.37870257,OUT045
FDC33,2113.42000746,OUT010
NCR42,627.029270136,OUT035
DRH59,1147.99220869,OUT035
NCM31,2141.45480874,OUT035
FDS50,3333.23093467,OUT035
FDP39,1088.93401071,OUT046
FDQ55,1747.42869339,OUT013
FDV36,453.840697376,OUT019
FDI05,2538.40059796,OUT027
FDS45,3114.89846722,OUT027
FDA39,518.796537281,OUT045
FDC37,196.116428655,OUT010
FDJ60,3892.47600763,OUT027
DRQ35,2122.76214764,OUT046
NCJ06,2104.40908987,OUT046
NCY42,2842.64128467,OUT018
DRM37,3176.52210991,OUT049
FDR14,911.862278141,OUT045
FDE51,1115.86859246,OUT049
FDT33,2261.774883,OUT017
FDR08,1577.63194907,OUT013
FDE36,890.666650574,OUT010
FDL22,7.66290575183,OUT019
FDR44,1762.23068815,OUT013
FDI56,25.8118558083,OUT019
FDE47,354.228705005,OUT010
FDV27,15.5712101269,OUT010
FDV10,874.077083467,OUT049
FDC40,1287.94298473,OUT045
NCX41,3045.84414503,OUT013
NCQ38,2978.05580705,OUT027
FDV12,2889.29432728,OUT027
FDE52,1104.01137311,OUT017
FDG20,4003.92417801,OUT027
FDV16,1819.8338828,OUT027
FDI32,1423.15588553,OUT017
FDJ32,1196.04133722,OUT049
FDN39,2731.90939498,OUT018
FDY34,2540.50324555,OUT017
FDC14,768.831763733,OUT035
FDA55,3351.83249013,OUT017
FDZ50,1120.35368039,OUT010
DRG13,2850.1103184,OUT049
FDP01,2323.09297586,OUT013
NCG54,2426.4625421,OUT017
FDM13,2116.5464253,OUT045
NCO18,4115.24822212,OUT027
NCW41,2225.02210293,OUT013
FDM52,3520.12099895,OUT027
NCF55,595.835023737,OUT035
FDT09,2250.78622097,OUT046
NCM19,1548.24280138,OUT035
FDW12,2828.32748385,OUT018
FDP15,1959.45389741,OUT019
FDK36,796.367510924,OUT045
FDZ25,2516.16719937,OUT035
NCW06,3094.1165694,OUT049
FDW60,2901.21741926,OUT046
DRC49,2197.19854278,OUT013
NCT17,2861.92007067,OUT035
NCN06,3053.05374358,OUT018
FDC45,2368.67493261,OUT013
DRJ47,1319.05506392,OUT019
NCF06,4014.14912331,OUT045
FDE21,180.456612054,OUT010
DRG27,502.084395742,OUT013
FDW40,2435.77582819,OUT049
NCO53,2657.14140391,OUT046
FDE23,792.403925837,OUT049
FDQ16,1880.71580411,OUT046
FDS26,3975.43363806,OUT045
FDZ13,-1095.93867336,OUT010
FDS14,2564.75180076,OUT049
FDC10,2029.07593636,OUT045
FDY16,3045.55565542,OUT049
FDJ20,2066.21667485,OUT035
FDV43,752.686729175,OUT035
FDZ32,2913.63289158,OUT027
FDR23,2789.98492445,OUT046
FDN24,877.781142549,OUT035
FDE34,3942.49076867,OUT027
FDU31,3380.3629643,OUT013
FDW33,2222.07759574,OUT018
FDU26,2116.33714325,OUT046
FDE20,3909.37782918,OUT027
NCW05,1623.00435473,OUT035
FDB22,2797.45655057,OUT018
FDO56,2101.1736425,OUT046
FDA19,3190.74529008,OUT027
DRI39,991.822466136,OUT045
FDH52,1583.2580275,OUT018
FDZ50,2834.54142655,OUT035
NCN42,2209.94111279,OUT035
FDB53,2039.6690203,OUT013
DRG11,1476.01321725,OUT017
DRK11,3539.72083952,OUT027
FDQ60,1806.91978006,OUT017
FDT36,180.791138317,OUT017
DRG25,3381.46999328,OUT018
DRJ23,2987.02080553,OUT046
FDG05,2255.07186621,OUT035
NCK06,2493.22354183,OUT018
FDU52,2146.04831118,OUT017
FDW07,1951.26355246,OUT018
NCM17,818.719183216,OUT045
FDA22,2517.547298,OUT045
NCA41,3466.56714633,OUT018
FDF38,740.840715888,OUT035
FDH52,1207.66810184,OUT046
FDY58,2112.30910885,OUT019
FDZ16,2994.1784933,OUT045
NCM18,928.215289864,OUT017
FDA22,2988.28983607,OUT018
NCJ43,2635.51570324,OUT035
FDI34,4838.89186462,OUT027
FDG56,1202.68994498,OUT046
FDS34,1921.38998384,OUT046
DRC01,987.144549605,OUT035
FDQ04,663.620712661,OUT035
FDK04,871.646509491,OUT035
FDT51,2135.10451999,OUT049
FDV26,2794.11106365,OUT017
FDS04,2311.08159276,OUT049
FDW43,4116.18832827,OUT018
FDQ28,728.850389497,OUT010
NCK06,1802.48798112,OUT017
FDS23,2539.30209284,OUT018
FDZ36,1397.39336268,OUT019
FDE56,1566.65118025,OUT018
FDW10,3877.90046084,OUT027
NCN14,2843.00721178,OUT045
NCQ18,1557.79668811,OUT045
FDW08,1420.84607534,OUT017
FDU43,3558.91412442,OUT035
FDR33,208.352408831,OUT010
FDM24,511.775682384,OUT010
NCZ05,1788.01111934,OUT046
NCV41,1881.96193311,OUT035
FDV11,3140.32222272,OUT018
NCY05,685.130526915,OUT035
FDV44,3437.98029176,OUT018
FDW32,1690.74358405,OUT049
NCU18,3563.84293021,OUT027
NCC43,3741.37210195,OUT035
FDW19,1786.34124946,OUT013
FDN31,2951.07144349,OUT035
FDI48,853.685654153,OUT045
FDS24,1354.13150619,OUT017
FDF46,1961.57001133,OUT049
DRG23,2103.82839084,OUT017
FDG14,2872.78586255,OUT018
NCY30,3033.88210936,OUT049
FDO28,2387.58868397,OUT018
DRD24,2345.89296911,OUT035
FDI33,1627.31095079,OUT049
FDN32,2910.33203282,OUT046
FDR16,3214.3963411,OUT045
FDF26,2591.6890375,OUT046
NCN29,1092.27659119,OUT018
FDE20,2667.72575314,OUT045
FDA46,3058.67824633,OUT046
FDU28,2931.66745255,OUT045
FDQ48,1458.32341578,OUT045
FDV36,1847.32935547,OUT013
FDR14,1422.72182032,OUT018
FDP23,3161.66678732,OUT017
FDP56,792.877574075,OUT013
FDK48,-849.91541427,OUT010
FDR48,2308.50987507,OUT046
NCY29,1252.24449764,OUT049
FDM22,1480.62490055,OUT018
DRJ01,2412.83355769,OUT013
FDZ43,3747.72854161,OUT045
FDV03,2409.70303646,OUT035
FDX11,4009.77586148,OUT027
NCA41,4188.71586368,OUT027
FDE38,2464.05530526,OUT017
FDI27,1273.73230034,OUT018
FDN32,2635.48691532,OUT013
NCN43,1768.7121379,OUT017
FDB47,4447.58019658,OUT027
FDV03,2266.36475443,OUT017
NCN30,1641.88579436,OUT045
NCV54,215.43671089,OUT010
FDV07,1201.00759648,OUT013
FDP07,3036.84047639,OUT049
FDK48,1487.47965777,OUT018
FDM15,725.465981312,OUT019
FDY19,3137.43981748,OUT027
FDK46,3978.87947394,OUT046
FDY11,1138.57157216,OUT045
FDH09,952.455278285,OUT046
FDO08,3859.40062551,OUT027
FDU14,3608.01092441,OUT013
FDD22,3033.63937809,OUT027
FDM27,2161.86657937,OUT017
FDL02,2983.3850536,OUT027
NCA17,2235.0600276,OUT035
FDE38,1106.06017814,OUT019
NCG07,3156.33285013,OUT049
DRC27,3759.55688282,OUT013
FDA27,3853.70151389,OUT035
FDW40,2248.92743436,OUT045
DRI11,1834.18093332,OUT013
FDN50,1620.96643518,OUT046
FDR12,2921.55747572,OUT046
FDT34,2823.40189372,OUT027
FDW11,1044.75113219,OUT035
NCO30,4095.48187299,OUT027
FDZ34,2589.43676504,OUT017
FDU45,1771.75772663,OUT017
NCD42,595.858773902,OUT035
FDX25,2349.87052321,OUT045
NCR29,1104.39391897,OUT046
FDX43,1863.90610626,OUT019
FDB04,-105.960101126,OUT010
FDR49,1898.2279068,OUT027
FDS39,2787.20977349,OUT018
FDW58,1648.25246276,OUT045
FDG22,-723.525668729,OUT019
FDG31,881.671841248,OUT017
NCV53,4882.82902035,OUT027
DRJ37,2299.45900696,OUT035
FDV07,1315.68350288,OUT035
FDW52,3102.76447551,OUT018
FDT15,3021.10135115,OUT045
FDD02,2124.95138207,OUT018
FDM16,1212.31347507,OUT035
NCE55,2558.25134065,OUT046
FDB57,4028.27409121,OUT018
FDQ04,604.809170531,OUT013
FDQ47,-835.326143706,OUT019
FDY14,2629.24298255,OUT019
DRK37,2387.0596326,OUT017
FDO25,3026.08733433,OUT017
FDL57,4151.48649659,OUT046
NCK29,2011.14113107,OUT018
FDK46,5163.81525837,OUT027
NCB43,943.295098026,OUT010
DRE01,4908.81594381,OUT027
FDC46,3352.75966865,OUT018
FDQ23,1743.7026322,OUT045
FDX38,1120.46288775,OUT049
FDG60,4147.09206197,OUT018
FDW55,3425.57269873,OUT017
FDP39,812.493690054,OUT013
FDB20,1899.73712056,OUT018
FDV21,1715.93991848,OUT017
FDZ02,1517.68562939,OUT013
FDP19,2935.71148507,OUT027
FDA38,3801.38129067,OUT035
FDH22,1904.9659679,OUT045
DRM11,4023.88031345,OUT045
FDO12,4194.00382576,OUT027
FDT14,2199.30829961,OUT049
FDW34,2030.9135149,OUT010
FDG04,4219.02733208,OUT027
FDW59,1834.43353524,OUT018
FDR33,2365.3060971,OUT018
FDP32,1824.78838264,OUT013
FDL13,4944.04280561,OUT027
FDD22,1667.21910915,OUT013
FDV40,2396.95102619,OUT027
NCD55,894.63330743,OUT046
FDQ20,-885.647838166,OUT010
FDD28,761.050858534,OUT045
FDC39,2714.79399411,OUT045
NCR17,2037.24942274,OUT049
DRO35,2427.9292338,OUT018
FDF40,4125.67589405,OUT049
FDR31,2925.88493573,OUT018
NCQ41,2814.30225832,OUT017
FDP38,1080.46274875,OUT046
NCU54,4457.23504604,OUT027
FDG22,1249.63792719,OUT018
DRK59,3243.91569389,OUT013
FDC37,1909.14669455,OUT046
NCO42,2201.25421678,OUT013
NCT42,2230.63250861,OUT017
FDX27,1443.91160533,OUT035
FDV40,1510.36823645,OUT018
FDT45,2073.55752442,OUT027
FDS47,-426.523617528,OUT019
FDR45,3549.00779873,OUT035
FDB03,3742.57424087,OUT045
FDO49,861.529156625,OUT035
FDU60,3784.01695981,OUT027
FDB26,1422.57306511,OUT018
FDB46,3076.84085022,OUT017
FDQ37,1585.19196231,OUT019
FDN03,3813.48575945,OUT017
NCX30,3749.62807009,OUT045
FDK32,756.589913124,OUT019
DRM47,2897.80130611,OUT013
NCO02,1127.0362113,OUT046
FDP04,1007.66702833,OUT013
NCO43,1736.97669748,OUT049
FDD59,1021.58839682,OUT013
FDQ10,2537.10173095,OUT017
FDW45,2329.01312326,OUT035
NCK30,4128.20314746,OUT049
FDU31,3982.66065173,OUT018
NCQ17,791.407450198,OUT019
FDN01,2409.14017651,OUT017
FDZ19,2920.77281589,OUT049
DRG37,2296.40719941,OUT017
FDE32,646.619105415,OUT045
FDO34,2855.1674289,OUT049
FDM04,201.520587338,OUT019
FDZ25,2728.84702125,OUT049
FDU08,1767.86857877,OUT049
NCW30,3944.58759709,OUT045
NCM18,962.207422716,OUT013
FDS22,747.181296689,OUT035
NCH18,3667.87790181,OUT017
FDC23,2600.55840166,OUT013
FDY46,2695.26828847,OUT013
NCU06,3652.21211542,OUT046
FDX57,1550.92787349,OUT045
FDX36,4775.00516449,OUT027
FDL16,836.555388477,OUT045
FDT16,2173.05171105,OUT010
FDN16,2235.24371051,OUT018
FDC03,3200.92423948,OUT046
DRF60,3333.00227044,OUT013
FDS27,4372.83924081,OUT027
FDP33,2130.64854858,OUT010
FDJ36,2149.92357066,OUT018
NCR42,472.208618897,OUT013
FDV14,1262.26348944,OUT017
NCP42,3054.93821453,OUT035
FDB50,2493.52013117,OUT027
NCC30,4022.51207945,OUT027
FDA23,2170.89138928,OUT018
FDW16,1444.72978465,OUT017
FDQ52,2044.64361129,OUT010
FDB58,2628.09749671,OUT049
NCP29,1249.6533367,OUT049
NCM05,4131.02574943,OUT045
FDO25,3087.28098371,OUT013
NCM54,2066.59550463,OUT046
NCL54,2731.41718525,OUT046
FDL39,1287.00118886,OUT010
FDF53,3273.9648316,OUT018
NCQ42,1993.02559818,OUT035
FDF58,868.425383796,OUT013
FDZ04,1089.23257956,OUT035
FDE26,821.115657021,OUT019
FDS60,2648.58692444,OUT017
FDV58,2716.21457282,OUT017
FDM04,764.086202748,OUT045
FDE08,2374.48899262,OUT035
NCB43,2958.9687385,OUT049
FDU11,313.477172423,OUT010
FDF22,1889.3209656,OUT019
FDE24,2142.49490611,OUT013
DRJ49,2016.21299804,OUT046
NCQ53,3555.56984619,OUT035
NCL41,560.031956767,OUT013
FDR22,1731.80208513,OUT013
FDH04,1643.04678636,OUT035
DRH15,687.750005481,OUT045
FDY40,1035.64666228,OUT049
NCI17,1403.83859347,OUT035
NCC18,2405.01300034,OUT013
FDY28,4093.12595591,OUT027
FDB45,2957.12298329,OUT027
NCL30,2460.11751998,OUT018
FDM10,3018.79288668,OUT017
FDH22,3148.75070375,OUT027
NCZ53,2804.54697391,OUT017
NCI18,3251.96892816,OUT013
FDH14,3610.23519707,OUT027
FDR36,2044.78875476,OUT027
FDW01,2366.92917087,OUT045
FDK02,3088.57715351,OUT027
FDJ02,2874.21119155,OUT018
FDU55,3798.91168162,OUT013
NCV18,2619.20337496,OUT027
FDH14,2833.15151419,OUT018
FDZ37,1314.73943801,OUT045
FDX49,3738.30986395,OUT049
NCD43,1801.93026184,OUT046
FDZ07,798.393033863,OUT013
FDK43,2029.16433842,OUT035
FDR32,3818.2498054,OUT018
FDT39,2414.88236901,OUT013
NCV54,1732.91180515,OUT017
FDF38,1276.24016703,OUT018
FDV60,3146.6177509,OUT046
FDH44,3482.13391703,OUT027
FDS21,1300.84433573,OUT046
NCL41,710.125364751,OUT045
FDM46,1354.65509825,OUT017
FDU27,742.743914122,OUT045
NCJ54,3289.60916962,OUT017
DRG51,3178.4612036,OUT018
NCA29,1131.36665884,OUT019
FDR47,2902.09075818,OUT045
NCL19,3405.10463693,OUT027
DRG01,1444.71805662,OUT049
FDG10,1268.57516884,OUT046
NCV05,2711.17082744,OUT049
NCH18,2365.32498852,OUT019
FDV14,1955.98058641,OUT018
DRJ23,2855.14266919,OUT035
DRJ11,2755.34749452,OUT046
FDZ03,2624.15919817,OUT017
FDI27,-999.998642944,OUT010
FDJ14,1707.73487575,OUT018
FDU32,1535.59175929,OUT017
FDD47,3977.60037253,OUT027
DRF36,2993.54920626,OUT035
FDM21,4074.13752676,OUT046
FDV10,1197.76996791,OUT018
FDH60,3304.3306046,OUT018
FDX47,959.112397198,OUT010
FDT19,1097.95836985,OUT019
FDO11,4010.69586982,OUT045
FDH24,3751.5996139,OUT027
FDL02,2276.32441015,OUT018
FDB02,2954.40111492,OUT049
FDA43,3207.43662534,OUT046
FDG52,765.720842076,OUT045
DRC12,2777.52492852,OUT013
FDY37,2834.40890323,OUT018
NCU18,2317.01272739,OUT045
FDU09,1017.02902892,OUT035
DRJ25,2079.9288243,OUT027
DRE12,2114.38490277,OUT018
DRL47,1746.69739423,OUT017
DRK01,1714.45374177,OUT046
FDC22,1357.8891444,OUT019
FDG44,509.06696004,OUT013
FDW04,1867.01717641,OUT035
FDK09,3763.04604345,OUT049
NCN43,1934.17656305,OUT035
FDG04,3173.63345638,OUT049
FDH32,-55.0359276595,OUT010
DRI47,2243.66199115,OUT017
DRE15,1037.51492093,OUT013
FDY11,1128.73256554,OUT035
FDO60,904.813044891,OUT049
FDQ20,1295.80171534,OUT018
FDO57,3793.14600204,OUT027
FDT14,480.474700888,OUT019
FDA57,885.606281868,OUT049
DRN35,526.072805302,OUT017
FDJ03,1044.8424176,OUT046
FDX28,1015.02843689,OUT017
DRE25,1538.22229676,OUT045
FDR09,4148.80073937,OUT046
FDB23,3524.85428337,OUT035
FDO08,2607.48602541,OUT045
FDQ23,1887.67860868,OUT049
FDW04,1755.16531206,OUT013
DRK13,1452.49875509,OUT010
NCL17,3545.89805715,OUT027
FDY21,2675.51155695,OUT035
FDJ38,4164.60844373,OUT027
FDA37,576.283853867,OUT019
FDV43,668.740172336,OUT013
FDL36,1662.10390839,OUT046
FDD53,745.259961014,OUT045
FDZ19,1027.78253691,OUT010
FDV21,1909.5393595,OUT045
NCL54,3141.15734158,OUT018
DRI47,3640.3442001,OUT027
DRG03,2685.10187474,OUT049
FDG21,2098.92967644,OUT013
FDW03,2354.08670568,OUT018
NCI55,1997.30560311,OUT046
DRC36,1266.48001732,OUT019
FDH22,1739.34774731,OUT017
FDV20,2065.57502899,OUT045
NCU41,4237.32480268,OUT027
FDN46,2800.75717796,OUT027
FDK50,2467.97795095,OUT045
NCA05,3476.15487874,OUT027
DRH01,3231.16012155,OUT018
FDT08,2878.72254344,OUT018
FDM08,3909.0449032,OUT018
FDZ07,898.473783204,OUT035
FDS22,638.964399654,OUT017
FDV35,3655.6439937,OUT027
FDI28,-349.020379183,OUT010
FDW58,2900.47679183,OUT027
FDT52,3856.72728925,OUT045
FDY34,2780.05684857,OUT046
FDR10,2664.16301111,OUT046
FDK57,1515.27590617,OUT017
FDR02,3091.29894061,OUT027
FDX49,3660.30652026,OUT046
FDQ20,880.162079972,OUT046
DRK23,3918.17475749,OUT045
NCW06,2967.38917836,OUT046
FDR31,2261.78342874,OUT017
NCE43,2541.26894972,OUT013
DRO59,2562.34096118,OUT027
FDN09,3863.09118195,OUT049
FDR11,2630.88231182,OUT046
FDO57,2431.38225075,OUT013
NCX18,2760.87295281,OUT017
FDB05,4335.28428378,OUT018
FDQ08,1697.77900934,OUT018
NCG43,1349.84006448,OUT035
FDJ56,1442.66232552,OUT013
FDA13,-928.248524003,OUT010
FDO56,1818.9635121,OUT017
FDB37,4213.83876439,OUT018
FDZ02,2162.45194268,OUT018
FDQ24,3825.20685476,OUT046
FDM16,1104.77567607,OUT013
